Feature_name;Counts;Chr;Start;End;Strand;Type;CPM
N16961_11710;0;NC_002505.1;2522858;2523340;+;cds;0
N16961_11715;0;NC_002505.1;2523337;2523822;-;cds;0
N16961_11720;0;NC_002505.1;2523852;2524235;-;cds;0
N16961_11725;0;NC_002505.1;2524550;2525266;+;cds;0
N16961_11730;0;NC_002505.1;2525325;2527682;-;cds;0
N16961_11735;0;NC_002505.1;2527789;2529528;-;cds;0
N16961_11740;0;NC_002505.1;2529596;2530534;-;cds;0
N16961_11745;2;NC_002505.1;2531113;2535657;+;cds;47.8160040165443
N16961_11750;0;NC_002505.1;2535658;2537127;+;cds;0
N16961_11755;0;NC_002505.1;2537655;2542118;+;cds;0
N16961_11760;0;NC_002505.1;2542137;2543549;+;cds;0
N16961_11765;0;NC_002505.1;2543805;2544170;+;cds;0
N16961_11770;0;NC_002505.1;2544258;2544953;+;cds;0
N16961_11775;0;NC_002505.1;2544966;2545919;+;cds;0
N16961_11780;0;NC_002505.1;2545920;2546750;+;cds;0
N16961_11785;0;NC_002505.1;2546833;2547453;+;cds;0
N16961_11790;0;NC_002505.1;2547605;2548465;+;cds;0
N16961_11795;0;NC_002505.1;2548395;2549180;-;cds;0
N16961_11805;0;NC_002505.1;2549666;2550613;+;cds;0
N16961_11810;0;NC_002505.1;2550614;2552236;+;cds;0
N16961_11815;0;NC_002505.1;2552249;2552866;+;cds;0
N16961_11820;0;NC_002505.1;2552971;2553288;-;cds;0
N16961_11825;0;NC_002505.1;2553477;2553959;+;cds;0
N16961_11830;0;NC_002505.1;2554049;2557279;-;cds;0
N16961_11835;0;NC_002505.1;2557296;2558435;-;cds;0
N16961_11840;2;NC_002505.1;2558918;2559727;-;cds;47.8160040165443
N16961_11845;2;NC_002505.1;2559842;2560240;-;cds;47.8160040165443
N16961_11850;0;NC_002505.1;2560390;2563101;-;cds;0
N16961_11855;0;NC_002505.1;2563455;2563928;+;cds;0
N16961_11860;0;NC_002505.1;2564032;2564949;-;cds;0
N16961_11865;0;NC_002505.1;2565047;2566243;-;cds;0
N16961_11870;0;NC_002505.1;2566274;2567536;-;cds;0
N16961_11875;0;NC_002505.1;2567529;2568311;-;cds;0
N16961_11880;0;NC_002505.1;2568493;2569953;-;cds;0
N16961_11885;0;NC_002505.1;2569967;2571028;-;cds;0
N16961_11890;0;NC_002505.1;2571015;2572172;-;cds;0
N16961_11895;0;NC_002505.1;2572228;2573550;-;cds;0
N16961_11900;0;NC_002505.1;2573574;2574656;-;cds;0
N16961_11905;0;NC_002505.1;2574653;2576014;-;cds;0
N16961_11910;0;NC_002505.1;2576011;2577498;-;cds;0
N16961_11915;0;NC_002505.1;2577515;2579257;-;cds;0
N16961_11920;0;NC_002505.1;2579254;2579574;-;cds;0
N16961_11925;0;NC_002505.1;2579584;2580534;-;cds;0
N16961_11935;0;NC_002505.1;2581292;2582719;-;cds;0
N16961_11940;0;NC_002505.1;2582987;2584876;-;cds;0
N16961_11945;0;NC_002505.1;2584895;2587555;-;cds;0
N16961_11950;0;NC_002505.1;2587605;2588375;-;cds;0
N16961_11955;0;NC_002505.1;2588859;2590763;+;cds;0
N16961_11960;0;NC_002505.1;2590808;2592562;-;cds;0
N16961_11965;0;NC_002505.1;2592606;2593358;-;cds;0
N16961_11970;0;NC_002505.1;2593375;2594283;-;cds;0
N16961_11975;0;NC_002505.1;2594343;2594939;+;cds;0
N16961_11980;0;NC_002505.1;2595217;2595762;-;cds;0
N16961_11985;0;NC_002505.1;2596058;2596948;+;cds;0
N16961_11990;0;NC_002505.1;2597193;2597654;+;cds;0
N16961_11995;0;NC_002505.1;2597654;2599342;+;cds;0
N16961_12000;0;NC_002505.1;2599385;2600611;+;cds;0
N16961_12005;0;NC_002505.1;2600669;2601544;+;cds;0
N16961_12010;0;NC_002505.1;2601541;2602149;+;cds;0
N16961_12015;0;NC_002505.1;2602181;2602921;+;cds;0
N16961_12020;0;NC_002505.1;2603063;2603260;+;cds;0
N16961_12025;0;NC_002505.1;2603309;2605594;-;cds;0
N16961_12030;0;NC_002505.1;2605598;2607478;-;cds;0
N16961_12035;0;NC_002505.1;2607807;2608394;-;cds;0
N16961_12040;0;NC_002505.1;2608396;2609214;-;cds;0
N16961_12045;0;NC_002505.1;2609239;2609685;-;cds;0
N16961_12050;0;NC_002505.1;2609692;2610318;-;cds;0
N16961_12055;0;NC_002505.1;2610550;2611866;+;cds;0
N16961_12060;0;NC_002505.1;2611972;2612799;-;cds;0
N16961_12065;0;NC_002505.1;2612745;2613401;-;cds;0
N16961_12070;0;NC_002505.1;2613465;2616311;-;cds;0
N16961_12075;2;NC_002505.1;2616435;2617691;-;cds;47.8160040165443
N16961_12080;0;NC_002505.1;2617768;2617932;+;cds;0
N16961_12085;0;NC_002505.1;2618176;2619693;-;cds;0
N16961_12090;0;NC_002505.1;2619899;2620579;+;cds;0
N16961_12095;0;NC_002505.1;2620722;2621984;+;cds;0
N16961_12100;0;NC_002505.1;2622151;2622759;+;cds;0
N16961_12105;0;NC_002505.1;2622851;2623621;-;cds;0
N16961_12110;0;NC_002505.1;2623621;2625210;-;cds;0
N16961_12115;0;NC_002505.1;2625303;2626514;+;cds;0
N16961_12120;0;NC_002505.1;2626616;2627917;-;cds;0
N16961_12125;0;NC_002505.1;2627996;2629633;-;cds;0
N16961_12130;0;NC_002505.1;2629908;2630723;-;cds;0
N16961_12135;0;NC_002505.1;2630823;2633039;-;cds;0
N16961_12140;0;NC_002505.1;2633103;2634425;-;cds;0
N16961_12145;0;NC_002505.1;2634630;2637380;+;cds;0
N16961_12150;0;NC_002505.1;2637368;2638660;-;cds;0
N16961_12155;0;NC_002505.1;2638653;2639063;-;cds;0
N16961_12160;0;NC_002505.1;2639073;2640374;-;cds;0
N16961_12165;0;NC_002505.1;2640613;2640993;-;cds;0
N16961_12170;0;NC_002505.1;2640997;2641728;-;cds;0
N16961_12175;0;NC_002505.1;2641725;2642450;-;cds;0
N16961_12180;0;NC_002505.1;2642520;2643497;-;cds;0
N16961_12185;0;NC_002505.1;2643490;2644155;-;cds;0
N16961_12190;0;NC_002505.1;2644199;2645095;-;cds;0
N16961_12195;0;NC_002505.1;2645187;2646980;-;cds;0
N16961_12200;0;NC_002505.1;2647093;2647563;-;cds;0
N16961_12205;0;NC_002505.1;2647560;2648525;-;cds;0
N16961_12210;0;NC_002505.1;2648522;2649160;-;cds;0
N16961_12215;0;NC_002505.1;2649174;2649746;-;cds;0
N16961_12220;0;NC_002505.1;2650206;2651858;+;cds;0
N16961_12225;0;NC_002505.1;2651883;2652245;-;cds;0
N16961_12230;0;NC_002505.1;2652277;2652537;-;cds;0
N16961_12235;0;NC_002505.1;2652690;2653661;+;cds;0
N16961_12240;0;NC_002505.1;2654295;2654501;+;cds;0
N16961_12245;0;NC_002505.1;2654602;2655828;-;cds;0
N16961_12250;0;NC_002505.1;2655843;2657051;-;cds;0
N16961_12255;0;NC_002505.1;2657072;2657545;-;cds;0
N16961_12260;0;NC_002505.1;2657888;2658196;+;cds;0
N16961_12270;0;NC_002505.1;2658396;2658980;+;cds;0
N16961_12275;0;NC_002505.1;2659090;2659746;+;cds;0
N16961_12280;0;NC_002505.1;2660000;2661229;+;cds;0
N16961_12290;0;NC_002505.1;2661461;2661955;-;cds;0
N16961_12295;0;NC_002505.1;2661957;2663678;-;cds;0
N16961_12300;0;NC_002505.1;2664163;2665968;-;cds;0
N16961_12305;0;NC_002505.1;2666145;2667104;-;cds;0
N16961_12310;0;NC_002505.1;2667410;2668498;-;cds;0
N16961_12315;0;NC_002505.1;2668495;2669028;-;cds;0
N16961_12320;0;NC_002505.1;2669158;2669793;-;cds;0
N16961_12325;0;NC_002505.1;2670176;2671726;+;cds;0
N16961_12330;0;NC_002505.1;2671838;2672929;+;cds;0
N16961_12335;0;NC_002505.1;2672987;2674390;+;cds;0
N16961_12340;0;NC_002505.1;2674406;2675008;+;cds;0
N16961_12345;0;NC_002505.1;2675109;2675900;+;cds;0
N16961_12385;0;NC_002505.1;2681920;2683173;-;cds;0
N16961_12395;0;NC_002505.1;2683610;2684086;+;cds;0
N16961_12400;0;NC_002505.1;2684192;2685262;-;cds;0
N16961_12405;0;NC_002505.1;2685266;2686366;-;cds;0
N16961_12410;0;NC_002505.1;2686560;2688071;+;cds;0
N16961_12415;0;NC_002505.1;2688155;2688604;+;cds;0
N16961_12420;0;NC_002505.1;2688698;2691559;+;cds;0
N16961_12425;0;NC_002505.1;2691637;2692614;-;cds;0
N16961_12430;0;NC_002505.1;2692654;2693391;-;cds;0
N16961_12435;0;NC_002505.1;2693488;2696397;-;cds;0
N16961_12440;0;NC_002505.1;2696819;2698195;+;cds;0
N16961_12445;0;NC_002505.1;2698345;2699349;+;cds;0
N16961_12450;0;NC_002505.1;2699599;2700528;+;cds;0
N16961_12455;0;NC_002505.1;2700540;2701007;+;cds;0
N16961_12460;0;NC_002505.1;2701112;2701501;+;cds;0
N16961_12465;0;NC_002505.1;2701582;2702310;-;cds;0
N16961_12470;0;NC_002505.1;2702389;2703648;-;cds;0
N16961_12475;0;NC_002505.1;2703656;2703910;-;cds;0
N16961_12480;0;NC_002505.1;2703903;2704232;-;cds;0
N16961_12485;0;NC_002505.1;2704229;2704867;-;cds;0
N16961_12490;0;NC_002505.1;2704871;2705362;-;cds;0
N16961_12495;0;NC_002505.1;2705365;2706156;-;cds;0
N16961_12500;0;NC_002505.1;2706146;2706949;-;cds;0
N16961_12510;0;NC_002505.1;2707542;2708504;+;cds;0
N16961_12515;0;NC_002505.1;2708560;2709534;+;cds;0
N16961_12520;0;NC_002505.1;2709534;2710091;+;cds;0
N16961_12525;0;NC_002505.1;2710088;2710651;+;cds;0
N16961_12530;0;NC_002505.1;2710632;2711126;+;cds;0
N16961_12535;0;NC_002505.1;2711129;2711854;+;cds;0
N16961_12540;0;NC_002505.1;2711910;2713373;+;cds;0
N16961_12545;0;NC_002505.1;2713398;2713685;+;cds;0
N16961_12550;0;NC_002505.1;2713688;2714134;+;cds;0
N16961_12555;0;NC_002505.1;2714147;2715007;+;cds;0
N16961_12560;0;NC_002505.1;2715016;2715294;+;cds;0
N16961_12565;0;NC_002505.1;2715455;2716816;+;cds;0
N16961_12570;0;NC_002505.1;2716888;2718231;-;cds;0
N16961_12575;0;NC_002505.1;2718330;2718911;+;cds;0
N16961_12580;0;NC_002505.1;2719014;2719730;-;cds;0
N16961_12585;0;NC_002505.1;2719742;2721334;-;cds;0
N16961_12590;0;NC_002505.1;2721344;2722336;-;cds;0
N16961_12595;0;NC_002505.1;2722598;2723227;-;cds;0
N16961_12600;0;NC_002505.1;2723240;2724595;-;cds;0
N16961_12605;0;NC_002505.1;2724901;2725911;+;cds;0
N16961_12610;0;NC_002505.1;2726081;2726611;+;cds;0
N16961_12615;0;NC_002505.1;2726671;2727018;-;cds;0
N16961_12620;0;NC_002505.1;2727029;2730793;-;cds;0
N16961_12625;0;NC_002505.1;2730790;2732505;-;cds;0
N16961_12630;0;NC_002505.1;2732684;2733322;+;cds;0
N16961_12635;0;NC_002505.1;2733404;2733955;+;cds;0
N16961_12640;0;NC_002505.1;2734188;2734478;+;cds;0
N16961_12645;0;NC_002505.1;2734527;2735255;+;cds;0
N16961_12650;0;NC_002505.1;2735337;2736053;+;cds;0
N16961_12655;0;NC_002505.1;2736050;2737309;+;cds;0
N16961_12660;0;NC_002505.1;2737362;2737883;+;cds;0
N16961_12665;0;NC_002505.1;2738194;2738559;+;cds;0
N16961_12670;0;NC_002505.1;2738505;2739092;+;cds;0
N16961_12675;0;NC_002505.1;2739165;2739812;-;cds;0
N16961_12680;0;NC_002505.1;2739823;2741253;-;cds;0
N16961_12685;0;NC_002505.1;2741271;2742179;-;cds;0
N16961_12690;0;NC_002505.1;2742282;2743148;-;cds;0
N16961_12695;0;NC_002505.1;2743466;2745427;+;cds;0
N16961_12700;0;NC_002505.1;2745547;2746116;+;cds;0
N16961_12705;0;NC_002505.1;2746119;2747501;-;cds;0
N16961_12710;0;NC_002505.1;2747727;2748176;+;cds;0
N16961_12715;0;NC_002505.1;2748179;2748988;+;cds;0
N16961_12720;0;NC_002505.1;2748938;2749504;-;cds;0
N16961_12725;0;NC_002505.1;2749730;2750350;+;cds;0
N16961_12730;0;NC_002505.1;2750492;2750968;+;cds;0
N16961_12735;0;NC_002505.1;2751112;2751498;-;cds;0
N16961_12740;2;NC_002505.1;2751525;2752517;-;cds;47.8160040165443
N16961_12745;0;NC_002505.1;2752542;2753162;-;cds;0
N16961_12750;0;NC_002505.1;2753190;2753579;-;cds;0
N16961_12755;0;NC_002505.1;2753599;2753955;-;cds;0
N16961_12760;0;NC_002505.1;2754105;2754218;-;cds;0
N16961_12765;0;NC_002505.1;2754257;2755591;-;cds;0
N16961_12770;0;NC_002505.1;2755612;2756046;-;cds;0
N16961_12775;0;NC_002505.1;2756052;2756228;-;cds;0
N16961_12780;0;NC_002505.1;2756235;2756738;-;cds;0
N16961_12785;0;NC_002505.1;2756753;2757106;-;cds;0
N16961_12790;0;NC_002505.1;2757116;2757649;-;cds;0
N16961_12795;0;NC_002505.1;2757664;2758056;-;cds;0
N16961_12800;0;NC_002505.1;2758086;2758391;-;cds;0
N16961_12805;0;NC_002505.1;2758409;2758948;-;cds;0
N16961_12810;0;NC_002505.1;2758973;2759290;-;cds;0
N16961_12815;0;NC_002505.1;2759303;2759674;-;cds;0
N16961_12820;0;NC_002505.1;2759837;2760091;-;cds;0
N16961_12825;0;NC_002505.1;2760091;2760282;-;cds;0
N16961_12830;0;NC_002505.1;2760282;2760692;-;cds;0
N16961_12835;0;NC_002505.1;2760704;2761405;-;cds;0
N16961_12840;0;NC_002505.1;2761425;2761757;-;cds;0
N16961_12845;0;NC_002505.1;2761768;2762046;-;cds;0
N16961_12850;0;NC_002505.1;2762067;2762891;-;cds;0
N16961_12855;0;NC_002505.1;2762908;2763210;-;cds;0
N16961_12860;0;NC_002505.1;2763207;2763809;-;cds;0
N16961_12865;0;NC_002505.1;2763826;2764455;-;cds;0
N16961_12870;0;NC_002505.1;2764470;2764781;-;cds;0
N16961_12875;0;NC_002505.1;2765252;2765995;-;cds;0
N16961_12880;0;NC_002505.1;2766003;2768468;-;cds;0
N16961_12885;0;NC_002505.1;2768651;2770480;+;cds;0
N16961_12890;0;NC_002505.1;2770507;2771271;-;cds;0
N16961_12895;0;NC_002505.1;2771350;2772648;-;cds;0
N16961_12900;0;NC_002505.1;2772776;2773756;-;cds;0
N16961_12905;0;NC_002505.1;2773919;2774524;-;cds;0
N16961_12910;0;NC_002505.1;2774548;2774988;+;cds;0
N16961_12915;0;NC_002505.1;2774826;2776628;-;cds;0
N16961_12920;0;NC_002505.1;2776609;2777190;-;cds;0
N16961_12925;0;NC_002505.1;2777323;2779239;+;cds;0
N16961_12930;0;NC_002505.1;2779240;2779725;+;cds;0
N16961_12935;0;NC_002505.1;2779722;2780711;+;cds;0
N16961_12940;0;NC_002505.1;2780839;2781048;+;cds;0
N16961_12945;0;NC_002505.1;2781145;2782014;+;cds;0
N16961_12950;0;NC_002505.1;2782257;2782889;+;cds;0
N16961_12955;0;NC_002505.1;2782968;2783759;-;cds;0
N16961_12960;0;NC_002505.1;2783902;2785359;-;cds;0
N16961_12965;0;NC_002505.1;2785369;2786388;-;cds;0
N16961_12970;0;NC_002505.1;2786528;2787739;-;cds;0
N16961_12975;0;NC_002505.1;2788137;2788718;-;cds;0
N16961_12980;0;NC_002505.1;2788972;2790384;+;cds;0
N16961_12985;0;NC_002505.1;2790458;2793067;-;cds;0
N16961_12990;0;NC_002505.1;2793337;2794101;-;cds;0
N16961_12995;0;NC_002505.1;2794267;2795283;-;cds;0
N16961_13000;0;NC_002505.1;2795411;2796091;-;cds;0
N16961_13005;0;NC_002505.1;2796111;2796785;-;cds;0
N16961_13010;0;NC_002505.1;2796912;2797745;-;cds;0
N16961_13015;0;NC_002505.1;2797815;2799290;-;cds;0
N16961_13020;0;NC_002505.1;2799345;2800430;-;cds;0
N16961_13025;0;NC_002505.1;2800458;2800982;-;cds;0
N16961_13030;0;NC_002505.1;2801169;2802884;-;cds;0
N16961_13035;0;NC_002505.1;2802910;2803428;-;cds;0
N16961_13040;0;NC_002505.1;2803418;2804008;-;cds;0
N16961_13045;0;NC_002505.1;2804001;2804585;-;cds;0
N16961_13050;0;NC_002505.1;2804575;2805591;-;cds;0
N16961_13055;0;NC_002505.1;2805734;2808211;+;cds;0
N16961_13060;0;NC_002505.1;2808285;2809178;-;cds;0
N16961_13065;0;NC_002505.1;2809318;2810049;+;cds;0
N16961_13070;0;NC_002505.1;2810121;2811575;+;cds;0
N16961_13075;0;NC_002505.1;2811810;2812064;+;cds;0
N16961_13080;0;NC_002505.1;2812315;2813691;-;cds;0
N16961_13085;0;NC_002505.1;2813924;2815138;-;cds;0
N16961_13090;0;NC_002505.1;2815214;2816002;-;cds;0
N16961_13095;0;NC_002505.1;2816012;2817013;-;cds;0
N16961_13100;0;NC_002505.1;2817169;2818305;+;cds;0
N16961_13105;0;NC_002505.1;2818512;2821142;+;cds;0
N16961_13110;0;NC_002505.1;2821501;2822040;+;cds;0
N16961_13115;0;NC_002505.1;2822156;2822977;-;cds;0
N16961_13120;0;NC_002505.1;2823050;2824084;-;cds;0
N16961_13125;0;NC_002505.1;2824274;2824738;-;cds;0
N16961_13130;0;NC_002505.1;2824905;2825339;-;cds;0
N16961_13135;0;NC_002505.1;2825469;2826443;-;cds;0
N16961_13140;0;NC_002505.1;2826752;2828560;+;cds;0
N16961_13145;0;NC_002505.1;2828560;2829318;+;cds;0
N16961_13150;0;NC_002505.1;2829321;2829704;+;cds;0
N16961_13155;0;NC_002505.1;2829715;2830077;+;cds;0
N16961_13160;0;NC_002505.1;2830191;2830757;-;cds;0
N16961_13165;0;NC_002505.1;2830790;2831812;+;cds;0
N16961_13170;0;NC_002505.1;2831849;2832409;-;cds;0
N16961_13175;2;NC_002505.1;2832620;2834254;-;cds;47.8160040165443
N16961_13180;2;NC_002505.1;2834308;2834598;-;cds;47.8160040165443
N16961_13185;0;NC_002505.1;2834958;2835575;+;cds;0
N16961_13190;0;NC_002505.1;2835714;2836073;+;cds;0
N16961_13195;0;NC_002505.1;2836200;2836640;-;cds;0
N16961_13200;0;NC_002505.1;2836660;2837010;-;cds;0
N16961_13205;0;NC_002505.1;2837254;2838027;+;cds;0
N16961_13210;0;NC_002505.1;2838145;2839527;+;cds;0
N16961_13215;0;NC_002505.1;2839613;2840128;-;cds;0
N16961_13220;0;NC_002505.1;2840203;2841120;-;cds;0
N16961_13225;1;NC_002505.1;2841224;2842555;-;cds;23.9080020082722
N16961_13230;0;NC_002505.1;2842621;2843178;-;cds;0
N16961_13235;0;NC_002505.1;2843315;2843866;-;cds;0
N16961_13240;0;NC_002505.1;2844038;2845045;-;cds;0
N16961_13245;1;NC_002505.1;2845351;2847555;-;cds;23.9080020082722
N16961_13250;0;NC_002505.1;2847810;2848028;+;cds;0
N16961_13255;0;NC_002505.1;2848336;2849613;+;cds;0
N16961_13260;0;NC_002505.1;2849724;2850041;-;cds;0
N16961_13265;0;NC_002505.1;2850309;2851475;+;cds;0
N16961_13270;0;NC_002505.1;2851488;2853899;+;cds;0
N16961_13275;0;NC_002505.1;2854186;2855073;+;cds;0
N16961_13280;0;NC_002505.1;2855136;2855378;-;cds;0
N16961_13285;0;NC_002505.1;2855699;2856706;+;cds;0
N16961_13290;0;NC_002505.1;2856783;2857745;-;cds;0
N16961_13295;0;NC_002505.1;2858008;2858913;-;cds;0
N16961_13300;0;NC_002505.1;2859114;2859617;-;cds;0
N16961_13305;0;NC_002505.1;2859805;2860491;+;cds;0
N16961_13310;0;NC_002505.1;2860491;2861885;+;cds;0
N16961_13315;0;NC_002505.1;2862018;2862635;+;cds;0
N16961_13320;0;NC_002505.1;2862688;2863164;+;cds;0
N16961_13325;0;NC_002505.1;2863198;2863683;-;cds;0
N16961_13330;0;NC_002505.1;2863775;2864713;-;cds;0
N16961_13335;0;NC_002505.1;2864958;2866409;+;cds;0
N16961_13340;0;NC_002505.1;2866537;2867844;+;cds;0
N16961_13345;0;NC_002505.1;2868238;2869728;+;cds;0
N16961_13350;0;NC_002505.1;2869725;2871836;+;cds;0
N16961_13355;0;NC_002505.1;2871996;2873798;+;cds;0
N16961_13360;0;NC_002505.1;2873971;2874600;+;cds;0
N16961_13365;0;NC_002505.1;2874699;2876444;-;cds;0
N16961_13370;0;NC_002505.1;2876823;2877089;+;cds;0
N16961_13375;0;NC_002505.1;2877100;2878803;+;cds;0
N16961_13380;0;NC_002505.1;2878901;2879572;-;cds;0
N16961_13385;0;NC_002505.1;2879941;2880564;+;cds;0
N16961_13390;0;NC_002505.1;2880672;2880944;+;cds;0
N16961_13395;0;NC_002505.1;2880976;2883093;+;cds;0
N16961_13400;0;NC_002505.1;2883212;2885290;+;cds;0
N16961_13410;0;NC_002505.1;2885635;2887041;+;cds;0
N16961_13415;0;NC_002505.1;2887066;2888382;-;cds;0
N16961_13420;0;NC_002505.1;2888451;2889173;-;cds;0
N16961_13425;0;NC_002505.1;2889311;2889796;-;cds;0
N16961_13430;0;NC_002505.1;2890041;2892362;+;cds;0
N16961_13435;0;NC_002505.1;2892454;2892924;-;cds;0
N16961_13440;0;NC_002505.1;2893086;2893874;-;cds;0
N16961_13445;0;NC_002505.1;2894155;2894643;+;cds;0
N16961_13450;0;NC_002505.1;2894731;2895318;+;cds;0
N16961_13455;0;NC_002505.1;2895457;2896005;+;cds;0
N16961_13460;0;NC_002505.1;2896028;2896855;+;cds;0
N16961_13465;0;NC_002505.1;2896907;2897665;-;cds;0
N16961_13470;0;NC_002505.1;2897667;2898164;-;cds;0
N16961_13475;0;NC_002505.1;2898174;2899385;-;cds;0
N16961_13480;0;NC_002505.1;2899354;2900364;-;cds;0
N16961_13485;0;NC_002505.1;2900354;2900983;-;cds;0
N16961_13490;0;NC_002505.1;2901006;2901359;-;cds;0
N16961_13495;0;NC_002505.1;2901349;2901933;-;cds;0
N16961_13500;0;NC_002505.1;2901967;2902407;-;cds;0
N16961_13505;0;NC_002505.1;2902448;2903668;-;cds;0
N16961_13510;0;NC_002505.1;2903668;2905179;-;cds;0
N16961_13515;0;NC_002505.1;2905176;2907014;-;cds;0
N16961_13520;0;NC_002505.1;2906993;2907199;-;cds;0
N16961_13525;0;NC_002505.1;2907245;2908162;-;cds;0
N16961_13530;0;NC_002505.1;2908392;2908769;+;cds;0
N16961_13535;0;NC_002505.1;2908788;2909678;+;cds;0
N16961_13540;0;NC_002505.1;2910015;2911643;+;cds;0
N16961_13545;0;NC_002505.1;2911830;2913716;+;cds;0
N16961_13550;0;NC_002505.1;2913758;2914684;-;cds;0
N16961_13555;0;NC_002505.1;2914757;2915191;-;cds;0
N16961_13560;0;NC_002505.1;2915209;2916102;-;cds;0
N16961_13565;0;NC_002505.1;2916129;2916659;-;cds;0
N16961_13570;0;NC_002505.1;2916766;2918595;-;cds;0
N16961_13575;0;NC_002505.1;2918615;2918938;-;cds;0
N16961_13580;0;NC_002505.1;2919083;2920492;+;cds;0
N16961_13585;0;NC_002505.1;2920670;2921260;+;cds;0
N16961_13590;0;NC_002505.1;2921393;2922457;+;cds;0
N16961_13595;0;NC_002505.1;2922467;2923867;+;cds;0
N16961_13600;0;NC_002505.1;2923926;2926457;+;cds;0
N16961_13605;0;NC_002505.1;2926549;2927553;+;cds;0
N16961_13680;0;NC_002505.1;2939455;2939979;-;cds;0
N16961_13685;0;NC_002505.1;2940002;2941459;-;cds;0
N16961_13690;0;NC_002505.1;2941479;2942111;-;cds;0
N16961_13695;0;NC_002505.1;2942322;2944493;+;cds;0
N16961_13700;0;NC_002505.1;2944519;2945682;+;cds;0
N16961_13705;0;NC_002505.1;2945749;2946654;-;cds;0
N16961_13710;0;NC_002505.1;2946813;2948015;+;cds;0
N16961_13715;0;NC_002505.1;2948077;2949438;-;cds;0
N16961_13720;0;NC_002505.1;2949685;2950107;-;cds;0
N16961_13725;0;NC_002505.1;2950126;2951529;-;cds;0
N16961_13730;0;NC_002505.1;2951564;2952430;-;cds;0
N16961_13735;0;NC_002505.1;2952475;2954016;-;cds;0
N16961_13740;0;NC_002505.1;2954030;2954563;-;cds;0
N16961_13745;0;NC_002505.1;2954578;2955042;-;cds;0
N16961_13750;0;NC_002505.1;2955122;2955379;-;cds;0
N16961_13755;0;NC_002505.1;2955423;2956235;-;cds;0
N16961_13760;0;NC_002505.1;2956244;2956633;-;cds;0
N16961_13765;0;NC_002505.1;2956823;2957704;-;cds;0
N16961_13770;0;NC_002505.1;2957731;2958504;-;cds;0
N16961_13775;0;NC_002505.1;2958519;2959151;-;cds;0
N16961_13780;0;NC_002505.1;2959151;2961046;-;cds;0
N16961_13785;0;NC_002506.1;1134;3110;+;cds;0
N16961_13790;0;NC_002506.1;3330;3791;-;cds;0
N16961_13795;0;NC_002506.1;4154;4351;+;cds;0
N16961_13800;0;NC_002506.1;4445;4723;+;cds;0
N16961_13805;0;NC_002506.1;4811;5530;+;cds;0
N16961_13810;0;NC_002506.1;5645;6520;+;cds;0
N16961_13815;0;NC_002506.1;6624;8285;-;cds;0
N16961_13820;0;NC_002506.1;8563;8919;+;cds;0
N16961_13825;0;NC_002506.1;8986;11694;-;cds;0
N16961_13830;0;NC_002506.1;12271;14724;+;cds;0
N16961_13835;0;NC_002506.1;14810;16990;+;cds;0
N16961_13840;0;NC_002506.1;17196;17426;+;cds;0
N16961_13845;0;NC_002506.1;17407;19386;+;cds;0
N16961_13850;0;NC_002506.1;19781;20299;+;cds;0
N16961_13855;0;NC_002506.1;20427;22511;+;cds;0
N16961_13860;0;NC_002506.1;22511;23398;+;cds;0
N16961_13865;0;NC_002506.1;23395;26652;+;cds;0
N16961_13870;0;NC_002506.1;26653;27381;+;cds;0
N16961_13875;0;NC_002506.1;27484;27885;+;cds;0
N16961_13885;0;NC_002506.1;28058;29083;-;cds;0
N16961_13890;0;NC_002506.1;29214;30170;-;cds;0
N16961_13895;0;NC_002506.1;30484;31872;+;cds;0
N16961_13900;0;NC_002506.1;31968;32603;-;cds;0
N16961_13905;0;NC_002506.1;33035;35584;+;cds;0
N16961_13910;0;NC_002506.1;35606;35860;-;cds;0
N16961_13915;0;NC_002506.1;35950;36684;+;cds;0
N16961_13920;0;NC_002506.1;36691;37527;+;cds;0
N16961_13925;0;NC_002506.1;37648;39213;-;cds;0
N16961_13930;0;NC_002506.1;39311;39871;-;cds;0
N16961_13935;0;NC_002506.1;40280;42154;+;cds;0
N16961_13940;0;NC_002506.1;42214;43044;-;cds;0
N16961_13945;0;NC_002506.1;43274;44026;+;cds;0
N16961_13950;0;NC_002506.1;44080;45297;-;cds;0
N16961_13955;0;NC_002506.1;45638;46090;-;cds;0
N16961_13960;0;NC_002506.1;46104;46685;-;cds;0
N16961_13965;0;NC_002506.1;46682;47101;-;cds;0
N16961_13970;0;NC_002506.1;47303;48214;-;cds;0
N16961_13980;0;NC_002506.1;48768;49994;+;cds;0
N16961_13985;0;NC_002506.1;50073;50831;-;cds;0
N16961_13990;0;NC_002506.1;50963;51247;+;cds;0
N16961_14000;0;NC_002506.1;51480;53624;+;cds;0
N16961_14005;0;NC_002506.1;53572;54735;+;cds;0
N16961_14010;0;NC_002506.1;54930;56060;-;cds;0
N16961_14015;0;NC_002506.1;56060;56449;-;cds;0
N16961_14020;0;NC_002506.1;56584;57438;-;cds;0
N16961_14025;0;NC_002506.1;57462;58163;-;cds;0
N16961_14030;0;NC_002506.1;58144;59631;-;cds;0
N16961_14035;0;NC_002506.1;59786;61255;-;cds;0
N16961_14040;0;NC_002506.1;61320;62030;-;cds;0
N16961_14045;0;NC_002506.1;62352;63305;+;cds;0
N16961_14050;0;NC_002506.1;63295;64092;+;cds;0
