Chromosome;Feature_name;Start;Stop;Strand;Type;Counts;CPM;Gene;Bakta Annotation
NC_002505.1;N16961_12570;2716888;2718231;-;cds;0;0;pmbA;metalloprotease PmbA
NC_002505.1;N16961_12575;2718330;2718911;+;cds;0;0;yjgA;ribosome biogenesis factor YjgA
NC_002505.1;N16961_12580;2719014;2719730;-;cds;0;0;thiQ;thiamine ABC transporter ATP-binding protein
NC_002505.1;N16961_12585;2719742;2721334;-;cds;0;0;thiP;thiamine/thiamine pyrophosphate ABC transporter permease ThiP
NC_002506.1;N16961_14950;271981;272631;+;cds;0;0;wbbJ;Acetyltransferase, isoleucine patch superfamily
NC_002505.1;N16961_01315;271990;272562;-;cds;0;0;udg4;Uracil-DNA glycosylase
NC_002505.1;N16961_12590;2721344;2722336;-;cds;0;0;thiB;thiamine ABC transporter substrate binding subunit
NC_002505.1;N16961_12595;2722598;2723227;-;cds;0;0;ubiX;Flavin prenyltransferase UbiX
NC_002505.1;N16961_12600;2723240;2724595;-;cds;0;0;mpl;UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
NC_002505.1;N16961_12605;2724901;2725911;+;cds;0;0;fbp;class 1 fructose-bisphosphatase
NC_002505.1;N16961_01320;272562;273485;-;cds;0;0;serA;Phosphoglycerate dehydrogenase or related dehydrogenase
NC_002505.1;N16961_12610;2726081;2726611;+;cds;0;0;ppa;inorganic diphosphatase
NC_002505.1;N16961_12615;2726671;2727018;-;cds;0;0;ytfP;Putative gamma-glutamylcyclotransferase VC_2546
NC_002505.1;N16961_12620;2727029;2730793;-;cds;0;0;tamB;Autotransporter translocation and assembly protein TamB
NC_002506.1;N16961_14955;272750;273016;-;cds;0;0;;Glycosyl hydrolases related to GH101 family, GH129
NC_002505.1;N16961_12625;2730790;2732505;-;cds;0;0;tamA;Outer membrane translocation and assembly module TamA
NC_002506.1;N16961_14960;273253;275421;-;cds;0;0;;Glycosyl hydrolase
NC_002505.1;N16961_12630;2732684;2733322;+;cds;0;0;msrA;Peptide methionine sulfoxide reductase MsrA
NC_002505.1;N16961_12635;2733404;2733955;+;cds;0;0;ytfJ;putative transcriptional regulator YtfJ
NC_002505.1;N16961_12640;2734188;2734478;+;cds;0;0;;DUF2607 domain-containing protein
NC_002505.1;N16961_12645;2734527;2735255;+;cds;0;0;;DUF2796 domain-containing protein
NC_002505.1;N16961_12650;2735337;2736053;+;cds;0;0;lolD;ABC-type lipoprotein export system, ATPase component
NC_002505.1;N16961_01325;273559;274146;+;cds;0;0;yjaG;DUF416 domain-containing protein
NC_002505.1;N16961_12655;2736050;2737309;+;cds;0;0;lolC;ABC-type transport system involved in lipoprotein release, permease component LolC
NC_002505.1;N16961_12660;2737362;2737883;+;cds;0;0;;DUF3299 domain-containing protein
NC_002505.1;N16961_12665;2738194;2738559;+;cds;0;0;;hypothetical protein
NC_002505.1;N16961_12670;2738505;2739092;+;cds;0;0;;TIGR03899 family protein
NC_002505.1;N16961_12675;2739165;2739812;-;cds;0;0;cysC;Adenylyl-sulfate kinase
NC_002505.1;N16961_12680;2739823;2741253;-;cds;0;0;cysN;sulfate adenylyltransferase subunit CysN
NC_002505.1;N16961_12685;2741271;2742179;-;cds;0;0;cysD;sulfate adenylyltransferase subunit CysD
NC_002505.1;N16961_12690;2742282;2743148;-;cds;0;0;cobA;Uroporphyrinogen-III methylase (siroheme synthase)
NC_002505.1;N16961_12695;2743466;2745427;+;cds;0;0;cpdB;2',3'-cyclic-nucleotide 2'-phosphodiesterase
NC_002505.1;N16961_01330;274509;275708;+;cds;0;0;manA;mannose-6-phosphate isomerase, class I
NC_002505.1;N16961_12700;2745547;2746116;+;cds;0;0;crp;cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
NC_002505.1;N16961_12705;2746119;2747501;-;cds;0;0;dbpA;ATP-dependent RNA helicase DbpA
NC_002505.1;N16961_12710;2747727;2748176;+;cds;0;0;elaA;putative N-acyltransferase, GNAT family
NC_002505.1;N16961_12715;2748179;2748988;+;cds;2;27.73617;eamA;EamA domain-containing protein
NC_002506.1;N16961_13875;27484;27885;+;cds;0;0;yecN;Uncharacterized membrane protein YecN, MAPEG domain
NC_002505.1;N16961_12720;2748938;2749504;-;cds;2;27.73617;oapA;Cell division protein YtfB/OapA (opacity-associated protein A)
NC_002505.1;N16961_12725;2749730;2750350;+;cds;0;0;fkpA;FKBP-type peptidyl-prolyl cis-trans isomerase
NC_002505.1;N16961_12730;2750492;2750968;+;cds;0;0;;DUF2780 domain-containing protein
NC_002505.1;N16961_12735;2751112;2751498;-;cds;0;0;rplQ;50S ribosomal protein L17
NC_002505.1;N16961_12740;2751525;2752517;-;cds;0;0;rpoA;DNA-directed RNA polymerase subunit alpha
NC_002505.1;N16961_12745;2752542;2753162;-;cds;0;0;rpsD;30S ribosomal protein S4
NC_002505.1;N16961_12750;2753190;2753579;-;cds;0;0;rpsK;30S ribosomal protein S11
NC_002505.1;N16961_12755;2753599;2753955;-;cds;0;0;rpsM;30S ribosomal protein S13
NC_002505.1;N16961_12760;2754105;2754218;-;cds;0;0;rpmJ;50S ribosomal protein L36
NC_002505.1;N16961_12765;2754257;2755591;-;cds;0;0;secY;preprotein translocase subunit SecY
NC_002506.1;N16961_14965;275510;276340;-;cds;1;13.86809;;DUF2861 domain-containing protein
NC_002505.1;N16961_12770;2755612;2756046;-;cds;0;0;rplO;50S ribosomal protein L15
NC_002505.1;N16961_12775;2756052;2756228;-;cds;0;0;rpmD;50S ribosomal protein L30
NC_002505.1;N16961_12780;2756235;2756738;-;cds;0;0;rpsE;30S ribosomal protein S5
NC_002505.1;N16961_12785;2756753;2757106;-;cds;0;0;rplR;50S ribosomal protein L18
NC_002505.1;N16961_12790;2757116;2757649;-;cds;0;0;rplF;50S ribosomal protein L6
NC_002505.1;N16961_12795;2757664;2758056;-;cds;0;0;rpsH;30S ribosomal protein S8
NC_002505.1;N16961_01335;275767;276654;+;cds;0;0;nagC;Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain
NC_002505.1;N16961_12800;2758086;2758391;-;cds;0;0;rpsN;30S ribosomal protein S14
NC_002505.1;N16961_12805;2758409;2758948;-;cds;0;0;rplE;50S ribosomal protein L5
NC_002505.1;N16961_12810;2758973;2759290;-;cds;0;0;rplX;50S ribosomal protein L24
NC_002505.1;N16961_00145;27593;27877;-;cds;0;0;ilvM;acetolactate synthase 2 small subunit
NC_002505.1;N16961_12815;2759303;2759674;-;cds;0;0;rplN;50S ribosomal protein L14
NC_002505.1;N16961_12820;2759837;2760091;-;cds;0;0;rpsQ;30S ribosomal protein S17
NC_002505.1;N16961_12825;2760091;2760282;-;cds;0;0;rpmC;50S ribosomal protein L29
NC_002505.1;N16961_12830;2760282;2760692;-;cds;0;0;rplP;50S ribosomal protein L16
NC_002505.1;N16961_12835;2760704;2761405;-;cds;0;0;rpsC;30S ribosomal protein S3
NC_002505.1;N16961_12840;2761425;2761757;-;cds;0;0;rplV;50S ribosomal protein L22
NC_002505.1;N16961_12845;2761768;2762046;-;cds;0;0;rpsS;30S ribosomal protein S19
NC_002505.1;N16961_12850;2762067;2762891;-;cds;0;0;rplB;50S ribosomal protein L2
NC_002505.1;N16961_12855;2762908;2763210;-;cds;0;0;rplW;50S ribosomal protein L23
NC_002505.1;N16961_12860;2763207;2763809;-;cds;0;0;rplD;50S ribosomal protein L4
NC_002506.1;N16961_14970;276337;276987;-;cds;0;0;ompR;DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
NC_002505.1;N16961_12865;2763826;2764455;-;cds;0;0;rplC;50S ribosomal protein L3
NC_002505.1;N16961_12870;2764470;2764781;-;cds;0;0;rpsJ;30S ribosomal protein S10
NC_002505.1;N16961_12875;2765252;2765995;-;cds;0;0;rlmB;23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
NC_002505.1;N16961_12880;2766003;2768468;-;cds;0;0;rnr;ribonuclease R
NC_002505.1;N16961_12885;2768651;2770480;+;cds;0;0;yejM;Periplasmic protein PbgA/YejM, regulator of the LPS biosynthesis, AlkP superfamily
NC_002506.1;N16961_14975;276984;278438;-;cds;0;0;baeS;Signal transduction histidine kinase
NC_002505.1;N16961_01340;277002;278060;-;cds;0;0;tlyC;Hemolysin-related protein, contains CBS domains, UPF0053 family
NC_002505.1;N16961_12890;2770507;2771271;-;cds;0;0;tPR;TPR repeat
NC_002505.1;N16961_12895;2771350;2772648;-;cds;2;27.73617;purA;adenylosuccinate synthase
NC_002505.1;N16961_12900;2772776;2773756;-;cds;0;0;iaaA;Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily
NC_002505.1;N16961_12905;2773919;2774524;-;cds;0;0;slyD;peptidylprolyl isomerase
NC_002505.1;N16961_12910;2774548;2774988;+;cds;0;0;;hypothetical protein
NC_002505.1;N16961_12915;2774826;2776628;-;cds;0;0;kefB;glutathione-regulated potassium-efflux system protein KefB
NC_002505.1;N16961_12920;2776609;2777190;-;cds;0;0;kefG;glutathione-regulated potassium-efflux system ancillary protein KefG
NC_002505.1;N16961_12925;2777323;2779239;+;cds;0;0;uup;ABC transporter ATP-binding protein
NC_002505.1;N16961_12930;2779240;2779725;+;cds;0;0;;DUF2390 domain-containing protein
NC_002505.1;N16961_12935;2779722;2780711;+;cds;0;0;yheT;hydrolase
NC_002505.1;N16961_12940;2780839;2781048;+;cds;0;0;yheU;YheU family protein
NC_002505.1;N16961_12945;2781145;2782014;+;cds;0;0;prkB;phosphoribulokinase
NC_002505.1;N16961_12950;2782257;2782889;+;cds;0;0;crp;cAMP-activated global transcriptional regulator CRP
NC_002505.1;N16961_12955;2782968;2783759;-;cds;0;0;;2-oxoadipate dioxygenase/decarboxylase
NC_002505.1;N16961_12960;2783902;2785359;-;cds;0;0;astD;succinylglutamate-semialdehyde dehydrogenase
NC_002505.1;N16961_01345;278432;278704;+;cds;0;0;hupA;nucleoid-associated protein HU-alpha
NC_002505.1;N16961_12965;2785369;2786388;-;cds;0;0;astA;arginine N-succinyltransferase
NC_002506.1;N16961_14980;278541;279053;-;cds;0;0;;Uncharacterized conserved protein, cupin superfamily
NC_002505.1;N16961_12970;2786528;2787739;-;cds;0;0;argD;Acetylornithine aminotransferase
NC_002505.1;N16961_01350;278750;279439;+;cds;0;0;;Peptidyl-prolyl cis-trans isomerase
NC_002505.1;N16961_12975;2788137;2788718;-;cds;0;0;pabA;aminodeoxychorismate/anthranilate synthase component II
NC_002505.1;N16961_00150;27889;29535;-;cds;0;0;ilvG;acetolactate synthase 2 catalytic subunit
NC_002505.1;N16961_12980;2788972;2790384;+;cds;0;0;rimO;30S ribosomal protein S12 methylthiotransferase RimO
NC_002505.1;N16961_12985;2790458;2793067;-;cds;0;0;xds;GlyGly-anchored extracellular endonuclease Xds
NC_002506.1;N16961_14985;279248;279442;-;cds;0;0;;(pseudo) copper-binding protein
NC_002505.1;N16961_12990;2793337;2794101;-;cds;0;0;hisJ;ABC-type amino acid transport/signal transduction system, periplasmic component/domain
NC_002505.1;N16961_12995;2794267;2795283;-;cds;0;0;trpS;tryptophan--tRNA ligase
NC_002506.1;N16961_14990;279430;279756;-;cds;0;0;;(pseudo) copper-binding protein
NC_002505.1;N16961_01355;279539;280828;-;cds;0;0;purD;Phosphoribosylamine--glycine ligase
NC_002505.1;N16961_13000;2795411;2796091;-;cds;0;0;gph;phosphoglycolate phosphatase
NC_002505.1;N16961_13005;2796111;2796785;-;cds;0;0;rpe;ribulose-phosphate 3-epimerase
NC_002505.1;N16961_13010;2796912;2797745;-;cds;0;0;dam;DNA adenine methylase
NC_002505.1;N16961_13015;2797815;2799290;-;cds;0;0;damX;Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain
NC_002506.1;N16961_14995;279866;280276;-;cds;0;0;;DUF2946 domain-containing protein
NC_002505.1;N16961_13020;2799345;2800430;-;cds;0;0;aroB;3-dehydroquinate synthase
NC_002505.1;N16961_13025;2800458;2800982;-;cds;0;0;aroK;shikimate kinase AroK
NC_002505.1;N16961_13030;2801169;2802884;-;cds;0;0;hofQ;Type II secretory pathway, component HofQ
NC_002505.1;N16961_13035;2802910;2803428;-;cds;0;0;pilP;Type IV pilus assembly protein PilP
NC_002505.1;N16961_13040;2803418;2804008;-;cds;0;0;pilO;Type IV pilus assembly protein PilO
NC_002506.1;N16961_15000;280382;280924;-;cds;0;0;yhbS;putative N-acetyltransferase YhbS
NC_002505.1;N16961_13045;2804001;2804585;-;cds;0;0;pilN;Type IV pilus assembly protein PilN
NC_002505.1;N16961_13050;2804575;2805591;-;cds;0;0;pilM;Type IV pilus assembly protein, ATPase PilM
NC_002505.1;N16961_13055;2805734;2808211;+;cds;0;0;mrcA;Penicillin-binding protein 1A
NC_002506.1;N16961_13885;28058;29083;-;cds;0;0;;Fucose 4-O-acetylase
NC_002505.1;N16961_13060;2808285;2809178;-;cds;0;0;oxyR;DNA-binding transcriptional regulator OxyR
NC_002505.1;N16961_01360;280887;282479;-;cds;0;0;purH;bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
NC_002505.1;N16961_13065;2809318;2810049;+;cds;0;0;grxC;Glutaredoxin
NC_002506.1;N16961_15005;280935;282113;-;cds;0;0;trmN6;tRNA1(Val) A37 N6-methylase TrmN6
NC_002505.1;N16961_13070;2810121;2811575;+;cds;0;0;lpd;dihydrolipoyl dehydrogenase
NC_002505.1;N16961_13075;2811810;2812064;+;cds;0;0;;DUF3624 domain-containing protein
NC_002505.1;N16961_13080;2812315;2813691;-;cds;2;27.73617;argH;argininosuccinate lyase
NC_002505.1;N16961_13085;2813924;2815138;-;cds;0;0;argG;argininosuccinate synthase
NC_002505.1;N16961_13090;2815214;2816002;-;cds;0;0;argB;Acetylglutamate kinase
NC_002505.1;N16961_13095;2816012;2817013;-;cds;0;0;argC;N-acetyl-gamma-glutamyl-phosphate reductase
NC_002505.1;N16961_13100;2817169;2818305;+;cds;0;0;argE;acetylornithine deacetylase
NC_002505.1;N16961_13105;2818512;2821142;+;cds;0;0;ppc;phosphoenolpyruvate carboxylase
NC_002505.1;N16961_13110;2821501;2822040;+;cds;0;0;padR;DNA-binding transcriptional regulator, PadR family
NC_002505.1;N16961_13115;2822156;2822977;-;cds;0;0;cysE;serine O-acetyltransferase
NC_002506.1;N16961_15010;282297;282677;+;cds;0;0;;DUF1488 domain-containing protein
NC_002505.1;N16961_13120;2823050;2824084;-;cds;0;0;gpsA;NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
NC_002505.1;N16961_13125;2824274;2824738;-;cds;0;0;secB;protein-export chaperone SecB
NC_002505.1;N16961_13130;2824905;2825339;-;cds;0;0;pspE;Rhodanese-related sulfurtransferase
NC_002505.1;N16961_13135;2825469;2826443;-;cds;0;0;epmA;elongation factor P--(R)-beta-lysine ligase
NC_002505.1;N16961_13140;2826752;2828560;+;cds;0;0;frdA;fumarate reductase (quinol) flavoprotein subunit
NC_002506.1;N16961_15015;282737;283510;-;cds;0;0;araC;AraC-type DNA-binding domain and AraC-containing proteins
NC_002505.1;N16961_01365;282768;283166;+;cds;0;0;zntR;Zn(2+)-responsive transcriptional regulator
NC_002505.1;N16961_13145;2828560;2829318;+;cds;0;0;frdB;succinate dehydrogenase/fumarate reductase iron-sulfur subunit
NC_002505.1;N16961_13150;2829321;2829704;+;cds;0;0;frdC;fumarate reductase subunit FrdC
NC_002505.1;N16961_13155;2829715;2830077;+;cds;0;0;frdD;fumarate reductase subunit FrdD
NC_002505.1;N16961_13160;2830191;2830757;-;cds;0;0;efp;elongation factor P
NC_002505.1;N16961_13165;2830790;2831812;+;cds;0;0;epmB;EF-P beta-lysylation protein EpmB
NC_002505.1;N16961_13170;2831849;2832409;-;cds;0;0;phaC;PhaC PHA synthase
NC_002505.1;N16961_13175;2832620;2834254;-;cds;0;0;groL;chaperonin GroEL
NC_002505.1;N16961_01370;283393;284952;+;cds;0;0;cadC;lysine decarboxylation/transport transcriptional activator CadC
NC_002505.1;N16961_13180;2834308;2834598;-;cds;0;0;groES1;Co-chaperonin GroES 1
NC_002505.1;N16961_13185;2834958;2835575;+;cds;0;0;arsR;putative transcriptional regulator, ArsR family
NC_002505.1;N16961_13190;2835714;2836073;+;cds;0;0;;DUF3135 domain-containing protein
NC_002506.1;N16961_15020;283612;284751;+;cds;0;0;araJ;multidrug efflux MFS transporter EmrD-3
NC_002505.1;N16961_13195;2836200;2836640;-;cds;0;0;yhaH;DUF805 domain-containing protein
NC_002505.1;N16961_13200;2836660;2837010;-;cds;0;0;hpaF;5-carboxymethyl-2-hydroxymuconate isomerase
NC_002505.1;N16961_13205;2837254;2838027;+;cds;0;0;tpiA;triose-phosphate isomerase
NC_002505.1;N16961_13210;2838145;2839527;+;cds;0;0;norM;Na+-driven multidrug efflux pump, DinF/NorM/MATE family
NC_002505.1;N16961_13215;2839613;2840128;-;cds;0;0;rraA;ribonuclease E activity regulator RraA
NC_002505.1;N16961_13220;2840203;2841120;-;cds;0;0;menA;1,4-dihydroxy-2-naphthoate polyprenyltransferase
NC_002505.1;N16961_13225;2841224;2842555;-;cds;0;0;hslU;HslU--HslV peptidase ATPase subunit
NC_002505.1;N16961_13230;2842621;2843178;-;cds;0;0;hslV;ATP-dependent protease subunit HslV
NC_002505.1;N16961_13235;2843315;2843866;-;cds;2;27.73617;ftsN;cell division protein FtsN
NC_002505.1;N16961_13240;2844038;2845045;-;cds;0;0;cytR;DNA-binding transcriptional regulator CytR
NC_002505.1;N16961_13245;2845351;2847555;-;cds;0;0;priA;primosomal protein N'
NC_002505.1;N16961_13250;2847810;2848028;+;cds;0;0;rpmE;50S ribosomal protein L31
NC_002505.1;N16961_13255;2848336;2849613;+;cds;0;0;sfcA;Malic enzyme
NC_002505.1;N16961_13260;2849724;2850041;-;cds;0;0;metJ;met regulon transcriptional regulator MetJ
NC_002505.1;N16961_13265;2850309;2851475;+;cds;0;0;metB;O-succinylhomoserine (thiol)-lyase
NC_002506.1;N16961_15025;285055;286965;+;cds;1;13.86809;tar;Methyl-accepting chemotaxis protein (MCP)
NC_002505.1;N16961_13270;2851488;2853899;+;cds;0;0;metL;Aspartate kinase
NC_002505.1;N16961_13275;2854186;2855073;+;cds;0;0;metF;methylenetetrahydrofolate reductase
NC_002505.1;N16961_13280;2855136;2855378;-;cds;0;0;zapB;Cell division protein ZapB
NC_002505.1;N16961_13285;2855699;2856706;+;cds;0;0;glpX;class II fructose-bisphosphatase
NC_002505.1;N16961_01375;285652;286989;+;cds;0;0;cadB;cadaverine/lysine antiporter
NC_002505.1;N16961_13290;2856783;2857745;-;cds;0;0;pfkA;6-phosphofructokinase
NC_002505.1;N16961_13295;2858008;2858913;-;cds;0;0;fieF;CDF family cation-efflux transporter FieF
NC_002505.1;N16961_13300;2859114;2859617;-;cds;0;0;cpxP;CpxP family protein
NC_002505.1;N16961_13305;2859805;2860491;+;cds;0;0;ompR;DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
NC_002505.1;N16961_13310;2860491;2861885;+;cds;0;0;cpxA;envelope stress sensor histidine kinase CpxA
NC_002505.1;N16961_13315;2862018;2862635;+;cds;0;0;sodA;Superoxide dismutase
NC_002505.1;N16961_13320;2862688;2863164;+;cds;0;0;trmL;tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL
NC_002505.1;N16961_13325;2863198;2863683;-;cds;0;0;fxsA;FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family
NC_002505.1;N16961_13330;2863775;2864713;-;cds;0;0;gGDEF;GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
NC_002505.1;N16961_13335;2864958;2866409;+;cds;0;0;aspA;aspartate ammonia-lyase
NC_002505.1;N16961_13340;2866537;2867844;+;cds;0;0;dcuA;Anaerobic C4-dicarboxylate transporter
NC_002505.1;N16961_13345;2868238;2869728;+;cds;0;0;;Type II secretory pathway protein
NC_002505.1;N16961_13350;2869725;2871836;+;cds;0;0;;Type II secretory pathway pullulanase
NC_002506.1;N16961_15030;286981;288654;+;cds;0;0;gadA;Glutamate or tyrosine decarboxylase or a related PLP-dependent protein
NC_002505.1;N16961_01380;287099;289234;+;cds;0;0;ldcC;Arginine/lysine/ornithine decarboxylase
NC_002505.1;N16961_13355;2871996;2873798;+;cds;0;0;dsbD;Thiol:disulfide interchange protein DsbD
NC_002505.1;N16961_13360;2873971;2874600;+;cds;0;0;citB;DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains
NC_002505.1;N16961_13365;2874699;2876444;-;cds;0;0;nhaP2;potassium/proton antiporter
NC_002505.1;N16961_13370;2876823;2877089;+;cds;0;0;;DUF4212 domain-containing protein
NC_002505.1;N16961_13375;2877100;2878803;+;cds;0;0;actP;Na+(or H+)/acetate symporter ActP
NC_002505.1;N16961_13380;2878901;2879572;-;cds;2;27.73617;;7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter
NC_002505.1;N16961_13385;2879941;2880564;+;cds;0;0;gmk;guanylate kinase
NC_002505.1;N16961_13390;2880672;2880944;+;cds;0;0;rpoZ;DNA-directed RNA polymerase subunit omega
NC_002505.1;N16961_13395;2880976;2883093;+;cds;0;0;spoT;bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase
NC_002505.1;N16961_13400;2883212;2885290;+;cds;0;0;recG;ATP-dependent DNA helicase RecG
NC_002505.1;N16961_13410;2885635;2887041;+;cds;0;0;pbuX;Xanthine/uracil permease
NC_002505.1;N16961_13415;2887066;2888382;-;cds;0;0;envZ;two-component system sensor histidine kinase EnvZ
NC_002506.1;N16961_15035;288819;289988;+;cds;0;0;dacC;D-alanyl-D-alanine carboxypeptidase
NC_002505.1;N16961_13420;2888451;2889173;-;cds;0;0;ompR;two-component system response regulator OmpR
NC_002505.1;N16961_13425;2889311;2889796;-;cds;0;0;greB;transcription elongation factor GreB
NC_002505.1;N16961_13430;2890041;2892362;+;cds;0;0;tex;Transcriptional accessory protein Tex/SPT6
NC_002505.1;N16961_13435;2892454;2892924;-;cds;0;0;;ATP-dependent Lon protease
NC_002505.1;N16961_13440;2893086;2893874;-;cds;0;0;bioH;pimeloyl-ACP methyl ester esterase BioH
NC_002505.1;N16961_01385;289352;290992;-;cds;0;0;tar;Methyl-accepting chemotaxis protein (MCP)
NC_002505.1;N16961_13445;2894155;2894643;+;cds;0;0;comFC;DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain
NC_002505.1;N16961_13450;2894731;2895318;+;cds;0;0;nfuA;NfuA family Fe-S biogenesis protein
NC_002505.1;N16961_13455;2895457;2896005;+;cds;0;0;nudE;ADP compounds hydrolase NudE
NC_002505.1;N16961_13460;2896028;2896855;+;cds;0;0;cysQ;3'(2'),5'-bisphosphate nucleotidase CysQ
NC_002505.1;N16961_13465;2896907;2897665;-;cds;0;0;epsN;type II secretion system protein N
NC_002505.1;N16961_13470;2897667;2898164;-;cds;0;0;epsM;type II secretion system protein M
NC_002505.1;N16961_13475;2898174;2899385;-;cds;0;0;epsL;type II secretion system protein GspL
NC_002505.1;N16961_13480;2899354;2900364;-;cds;0;0;epsK;type II secretion system minor pseudopilin GspK
NC_002505.1;N16961_13485;2900354;2900983;-;cds;0;0;epsJ;type II secretion system minor pseudopilin GspJ
NC_002505.1;N16961_13490;2901006;2901359;-;cds;0;0;epsI;type II secretion system minor pseudopilin GspI
NC_002505.1;N16961_13495;2901349;2901933;-;cds;0;0;epsH;type II secretion system minor pseudopilin GspH
NC_002506.1;N16961_15040;290166;290513;+;cds;0;0;;L-threonine 3-dehydrogenase
NC_002505.1;N16961_13500;2901967;2902407;-;cds;0;0;epsG;type II secretion system major pseudopilin GspG
NC_002505.1;N16961_13505;2902448;2903668;-;cds;0;0;epsF;type II secretion system inner membrane protein GspF
NC_002505.1;N16961_13510;2903668;2905179;-;cds;0;0;epsE;type II secretion system ATPase GspE
NC_002505.1;N16961_13515;2905176;2907014;-;cds;0;0;epsD;type II secretion system secretin GspD
NC_002506.1;N16961_15045;290608;291042;-;cds;0;0;;Exoribonuclease R
NC_002505.1;N16961_13520;2906993;2907199;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_13525;2907245;2908162;-;cds;0;0;epsC;type II secretion system protein GspC
NC_002505.1;N16961_13530;2908392;2908769;+;cds;0;0;hslR;ribosome-associated heat shock protein Hsp15
NC_002505.1;N16961_13535;2908788;2909678;+;cds;0;0;hslO;Hsp33 family molecular chaperone HslO
NC_002505.1;N16961_13540;2910015;2911643;+;cds;0;0;pckA;phosphoenolpyruvate carboxykinase (ATP)
NC_002505.1;N16961_13545;2911830;2913716;+;cds;0;0;asmA;AsmA domain-containing protein
NC_002505.1;N16961_01390;291257;291934;-;cds;0;0;;PepSY-associated TM helix domain-containing protein
NC_002506.1;N16961_15050;291259;291978;+;cds;0;0;cah;Carbonic anhydrase
NC_002505.1;N16961_13550;2913758;2914684;-;cds;0;0;elaA;putative N-acyltransferase, GNAT family
NC_002505.1;N16961_13555;2914757;2915191;-;cds;0;0;dtd;D-aminoacyl-tRNA deacylase
NC_002505.1;N16961_13560;2915209;2916102;-;cds;0;0;brkB;virulence factor BrkB family protein
NC_002505.1;N16961_13565;2916129;2916659;-;cds;0;0;;putative ATPase
NC_002505.1;N16961_13570;2916766;2918595;-;cds;0;0;typA;translational GTPase TypA
NC_002505.1;N16961_13575;2918615;2918938;-;cds;0;0;;hypothetical protein
NC_002505.1;N16961_13580;2919083;2920492;+;cds;0;0;glnA;glutamate--ammonia ligase
NC_002505.1;N16961_01395;291955;292446;-;cds;0;0;tonB;TonB system receptor
NC_002505.1;N16961_13585;2920670;2921260;+;cds;0;0;;DUF4124 domain-containing protein
NC_002505.1;N16961_13590;2921393;2922457;+;cds;0;0;glnL;nitrogen regulation protein NR(II)
NC_002506.1;N16961_13890;29214;30170;-;cds;0;0;yfdV;putative permease, AEC (auxin efflux carrier) family
NC_002505.1;N16961_13595;2922467;2923867;+;cds;0;0;glnG;nitrogen regulation protein NR(I)
NC_002506.1;N16961_15055;292265;292702;-;cds;0;0;tnp;IS200/IS605 family IS1004 transposase
NC_002505.1;N16961_13600;2923926;2926457;+;cds;0;0;hAMP;HAMP domain
NC_002505.1;N16961_01400;292513;293997;-;cds;0;0;tonB;TonB system receptor
NC_002505.1;N16961_13605;2926549;2927553;+;cds;0;0;add;adenosine deaminase
NC_002506.1;N16961_15060;292882;294972;-;cds;0;0;;glycine dehydrogenase (aminomethyl-transferring)
NC_002505.1;N16961_13680;2939455;2939979;-;cds;0;0;hemG;menaquinone-dependent protoporphyrinogen IX dehydrogenase
NC_002505.1;N16961_13685;2940002;2941459;-;cds;0;0;trkH;Trk system potassium uptake protein TrkH
NC_002505.1;N16961_13690;2941479;2942111;-;cds;0;0;yIH1;Putative translation regulator, IMPACT (imprinted ancient) protein family
NC_002505.1;N16961_01405;294219;294824;-;cds;0;0;eda;2-keto-3-deoxy-6-phosphogluconate aldolase
NC_002505.1;N16961_13695;2942322;2944493;+;cds;0;0;fadB;fatty acid oxidation complex subunit alpha FadB
NC_002505.1;N16961_13700;2944519;2945682;+;cds;0;0;fadA;acetyl-CoA C-acyltransferase FadA
NC_002505.1;N16961_13705;2945749;2946654;-;cds;0;0;punR;DNA-binding transcriptional activator PunR
NC_002505.1;N16961_13710;2946813;2948015;+;cds;0;0;punC;purine nucleoside transporter PunC
NC_002505.1;N16961_13715;2948077;2949438;-;cds;0;0;glmU;bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
