# Annotated with Bakta
# Software: v1.9.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	ncRNA-region	1520426	1520525	-			Glycine riboswitch	RFAM:RF00504, SO:0000035
contig_1	cds	1520836	1520994	+	N16961_07060		PEP-CTERM protein-sorting domain-containing protein	RefSeq:WP_000251901.1, SO:0001217, UniParc:UPI00005F312C, UniRef:UniRef100_A0A085T466, UniRef:UniRef50_A0A1G8DZA5, UniRef:UniRef90_A0A085T466
contig_1	cds	1521011	1521745	+	N16961_07065	parA	Chromosome partitioning protein ParA	RefSeq:WP_001032893.1, SO:0001217, UniParc:UPI00000C2FB1, UniRef:UniRef100_A0A0H7ACA2, UniRef:UniRef50_Q7ML30, UniRef:UniRef90_A0A0H7ACA2
contig_1	cds	1521892	1522929	-	N16961_07070	potD	Spermidine/putrescine-binding periplasmic protein	COG:COG0687, COG:E, RefSeq:WP_000791554.1, SO:0001217, UniParc:UPI00000C2FB2, UniRef:UniRef100_A0A023PTD8, UniRef:UniRef50_P0AFK9, UniRef:UniRef90_A0A023PTD8
contig_1	cds	1523041	1524072	-	N16961_07075	potD	Spermidine/putrescine-binding periplasmic protein	COG:COG0687, COG:E, RefSeq:WP_000731892.1, SO:0001217, UniParc:UPI00005F312B, UniRef:UniRef100_Q9KS36, UniRef:UniRef50_P0AFK9, UniRef:UniRef90_A0A655YXD4
contig_1	cds	1524175	1524945	-	N16961_07080	potC	spermidine/putrescine ABC transporter permease PotC	COG:COG1177, COG:E, EC:7.6.2.-, GO:0055085, RefSeq:WP_000533748.1, SO:0001217, UniParc:UPI00000C2FB4, UniRef:UniRef100_A0A085R666, UniRef:UniRef50_P0AFK8, UniRef:UniRef90_A0A085R666
contig_1	cds	1524945	1525805	-	N16961_07085	potB	spermidine/putrescine ABC transporter permease PotB	COG:COG1176, COG:E, EC:7.6.2.-, GO:0016020, GO:0055085, SO:0001217, UniParc:UPI00000C2FB5, UniRef:UniRef100_A0A0H7EX81, UniRef:UniRef50_P0AFK4, UniRef:UniRef90_A0A087J9I5
contig_1	cds	1525786	1526919	-	N16961_07090	potA	spermidine/putrescine ABC transporter ATP-binding protein PotA	COG:COG3842, COG:E, EC:7.6.2.-, EC:7.6.2.11, GO:0005524, GO:0015594, GO:0015846, GO:0016020, GO:0016887, GO:0022857, GO:0043190, SO:0001217, UniParc:UPI00000C2FB6, UniRef:UniRef100_Q9KS33, UniRef:UniRef50_P45171, UniRef:UniRef90_Q9KS33
contig_1	cds	1527244	1528050	+	N16961_07095		Proline and glycine rich transmembrane protein gene in bax	RefSeq:WP_001058049.1, SO:0001217, UniParc:UPI00005F4FE1, UniRef:UniRef100_A0A2V4NRT2, UniRef:UniRef50_A0A1E5B7C6, UniRef:UniRef90_A0A1D8SB45
contig_1	cds	1528043	1528843	+	N16961_07100	bax	Uncharacterized FlgJ-related protein	COG:COG2992, COG:R, RefSeq:WP_000549542.1, SO:0001217, UniParc:UPI00005F32A9, UniRef:UniRef100_A0A0H3Q616, UniRef:UniRef50_A0A0H3Q616, UniRef:UniRef90_A0A0H3Q616
contig_1	cds	1528845	1529504	+	N16961_07105		DUF2987 domain-containing protein	RefSeq:WP_000837775.1, SO:0001217, UniParc:UPI00000C2FB9, UniRef:UniRef100_A0A0H6WRX6, UniRef:UniRef50_Q7MKU6, UniRef:UniRef90_D0IEP1
contig_1	cds	1529581	1530513	-	N16961_07110	ttcA	tRNA 2-thiocytidine(32) synthetase TtcA	COG:COG0037, COG:J, EC:2.8.1.-, GO:0000049, GO:0000287, GO:0005524, GO:0005737, GO:0008033, GO:0016783, GO:0034227, GO:0051539, RefSeq:WP_000126823.1, SO:0001217, UniParc:UPI00000C2FBA, UniRef:UniRef100_Q9KS29, UniRef:UniRef50_Q9KS29, UniRef:UniRef90_Q9KS29
contig_1	cds	1530639	1531586	-	N16961_07115	uspE	universal stress protein UspE	COG:COG0589, COG:T, RefSeq:WP_000029912.1, SO:0001217, UniParc:UPI00000C2FBB, UniRef:UniRef100_A0A085T4E4, UniRef:UniRef50_P60005, UniRef:UniRef90_A0A085T4E4
contig_1	cds	1531716	1532468	-	N16961_07120	fnr	Fumarate and nitrate reduction regulatory protein	COG:COG0664, COG:T, GO:0003677, GO:0003700, GO:0005829, GO:0046872, GO:0051539, RefSeq:WP_000622582.1, SO:0001217, UniParc:UPI000012AB2F, UniRef:UniRef100_A5F890, UniRef:UniRef50_P46148, UniRef:UniRef90_A5F890
contig_1	cds	1532558	1533232	-	N16961_07125	dsbD	Uncharacterized membrane protein, DsbD domain	COG:COG2836, COG:S, RefSeq:WP_000074301.1, SO:0001217, UniParc:UPI00000C2FBC, UniRef:UniRef100_A0A0H6WVM7, UniRef:UniRef50_B7VNQ3, UniRef:UniRef90_A0A0H6WVM7
contig_1	cds	1533229	1533393	-	N16961_07130	ccoS	cbb3-type cytochrome oxidase assembly protein CcoS	COG:COG3197, COG:O, GO:0008535, RefSeq:WP_000445305.1, SO:0001217, UniParc:UPI00000C2FBD, UniRef:UniRef100_A0A085S9X7, UniRef:UniRef50_A0A094LAF1, UniRef:UniRef90_A0A085S9X7
contig_1	cds	1533397	1535769	-	N16961_07135	cadA	Cation-transporting P-type ATPase	COG:COG2217, COG:P, RefSeq:WP_000361687.1, SO:0001217, UniParc:UPI00000C2FBE, UniRef:UniRef100_A0A0H7DIN3, UniRef:UniRef50_A0A0H7DIN3, UniRef:UniRef90_A0A0H7DIN3
contig_1	cds	1535774	1536250	-	N16961_07140	fixH	Nitrogen fixation protein FixH	COG:COG3198, COG:S, RefSeq:WP_000240593.1, SO:0001217, UniParc:UPI00000C2FBF, UniRef:UniRef100_A0A085PM71, UniRef:UniRef50_Q87PG2, UniRef:UniRef90_A0A2J9V3F9
contig_1	cds	1536329	1537309	-	N16961_07145	ccoP	cytochrome-c oxidase, cbb3-type subunit III	COG:C, COG:COG2010, EC:7.1.1.9, GO:0004129, RefSeq:WP_000206863.1, SO:0001217, UniParc:UPI00000C2FC0, UniRef:UniRef100_A0A0H3PYE5, UniRef:UniRef50_A0A097QK19, UniRef:UniRef90_A0A655SBF6
contig_1	cds	1537317	1537481	-	N16961_07150	ccoQ	Cbb3-type cytochrome oxidase, subunit 3	COG:C, COG:COG4736, RefSeq:WP_000351115.1, SO:0001217, UniParc:UPI00000C2FC1, UniRef:UniRef100_A0A0H6A6K0, UniRef:UniRef50_D0IEQ0, UniRef:UniRef90_D0IEQ0
contig_1	cds	1537493	1538113	-	N16961_07155	ccoO	cytochrome-c oxidase, cbb3-type subunit II	COG:C, COG:COG2993, EC:7.1.1.9, GO:0004129, RefSeq:WP_000097777.1, SO:0001217, UniParc:UPI00000C2FC2, UniRef:UniRef100_A0A085RJ13, UniRef:UniRef50_A0A198X983, UniRef:UniRef90_A0A085RJ13
contig_1	cds	1538127	1539554	-	N16961_07160	ccoN	cytochrome-c oxidase, cbb3-type subunit I	COG:C, COG:COG3278, EC:7.1.1.9, GO:0004129, RefSeq:WP_000076726.1, SO:0001217, UniParc:UPI0000EF90CD, UniRef:UniRef100_A0A2V4P379, UniRef:UniRef50_A0A090IM19, UniRef:UniRef90_A0A090IM19
contig_1	cds	1539813	1540169	+	N16961_07165		DUF2850 domain-containing protein	RefSeq:WP_000718618.1, SO:0001217, UniParc:UPI00005F32A7, UniRef:UniRef100_A0A0H3Q1X3, UniRef:UniRef50_A0A2J9V3E4, UniRef:UniRef90_A0A366AME3
contig_1	cds	1540238	1541455	+	N16961_07170	fIST	FIST domain protein MJ1623, contains FIST_N and FIST_C domains	COG:COG3287, COG:T, SO:0001217, UniParc:UPI00000C2FC5, UniRef:UniRef100_A0A0H6R970, UniRef:UniRef50_D0IEQ3, UniRef:UniRef90_A0A0H6R970
contig_1	cds	1541458	1543170	+	N16961_07175	cheY	CheY-like REC (receiver) domain, includes chemotaxis protein CheY and sporulation regulator Spo0F	COG:COG0784, COG:T, RefSeq:WP_000376700.1, SO:0001217, UniParc:UPI0001B1A51C, UniRef:UniRef100_A0A0D4CC03, UniRef:UniRef50_A0A1M5Z6N8, UniRef:UniRef90_A0A656AMH5
contig_1	cds	1543231	1545396	-	N16961_07180	sunT	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	COG:COG2274, COG:V, RefSeq:WP_001097339.1, SO:0001217, UniParc:UPI00000C2FC7, UniRef:UniRef100_A0A0H3PYX1, UniRef:UniRef50_C4K398, UniRef:UniRef90_D7H8T0
contig_1	cds	1545399	1546760	-	N16961_07185	rtxD	RTX toxin transporter RtxD	COG:COG1566, COG:V, RefSeq:WP_001092347.1, SO:0001217, UniParc:UPI00005F32A5, UniRef:UniRef100_Q9X4W5, UniRef:UniRef50_D3VAK4, UniRef:UniRef90_Q9X4W5, VFDB:VFC0235, VFDB:VFG007027
contig_1	cds	1546757	1548865	-	N16961_07190	rtxB	RTX toxin transporter RtxB	COG:COG2274, COG:V, RefSeq:WP_000625177.1, SO:0001217, UniParc:UPI00000BD737, UniRef:UniRef100_A0A2V4N4E6, UniRef:UniRef50_A0A1N6N087, UniRef:UniRef90_A0A2P1AHA9, VFDB:VFC0235, VFDB:VFG007023
contig_1	cds	1549289	1549636	+	N16961_07195		Peptide chain release factor 1	RefSeq:WP_001906284.1, SO:0001217, UniParc:UPI00005F32A3, UniRef:UniRef100_A0A0D4CC36, UniRef:UniRef50_A0A3T1A0B4, UniRef:UniRef90_D7H8T3
contig_1	cds	1549728	1550123	+	N16961_07200	rtxC	Lysine-acyltransferase RtxC	COG:COG2994, COG:O, EC:2.3.1.-, GO:0005737, GO:0009404, GO:0016746, GO:0031640, SO:0001217, UniParc:UPI0001B1A51D, UniRef:UniRef100_Q9X4W3, UniRef:UniRef50_Q9X4W3, UniRef:UniRef90_Q9X4W3
contig_1	cds	1550147	1563784	+	N16961_07205	rtxA	RTX toxin RtxA	COG:COG3064, COG:M, SO:0001217, UniRef:UniRef50_Q9KS12, UniRef:UniRef90_UPI001916CBB5, VFDB:VFC0235, VFDB:VFG000983
contig_1	cds	1564152	1564376	-	N16961_07210	rstC	RstC protein	RefSeq:WP_000053920.1, SO:0001217, UniParc:UPI00000D41D0, UniRef:UniRef100_B5AMY1, UniRef:UniRef50_A0A2Z2GLG0, UniRef:UniRef90_A0A2Z2GLG0
contig_1	cds	1564470	1564841	-	N16961_07215	rstB2	RstB2 protein	SO:0001217, UniParc:UPI00005F3473, UniRef:UniRef100_B5LMU6, UniRef:UniRef50_A0A0H3ADM5, UniRef:UniRef90_A0A0H3ADM5
contig_1	cds	1564822	1565901	-	N16961_07220	nicK	DNA relaxase NicK	COG:COG2946, COG:L, RefSeq:WP_000743997.1, SO:0001217, UniParc:UPI00000D42BE, UniRef:UniRef100_O34630, UniRef:UniRef50_O34630, UniRef:UniRef90_O34630
contig_1	cds	1566027	1566365	+	N16961_07225	rstR	Cryptic phage CTXphi transcriptional repressor RstR	COG:COG1396, COG:K, GO:0003677, RefSeq:WP_000693566.1, SO:0001217, UniParc:UPI0000001466, UniRef:UniRef100_O34419, UniRef:UniRef50_O34419, UniRef:UniRef90_O34419
contig_1	cds	1566967	1567341	-	N16961_07230	ctxB	cholera enterotoxin binding subunit CtxB	BlastRules:WP_000593522, GO:0005534, GO:0005576, GO:0016020, GO:0020002, GO:0042531, GO:0042597, GO:0046812, GO:0090729, GO:1902494, KEGG:K10929, NCBIProtein:AAF94613.1, RefSeq:WP_000593522.1, SO:0001217, UniParc:UPI0000001397, UniRef:UniRef100_P01556, UniRef:UniRef50_P01556, UniRef:UniRef90_P01556
contig_1	cds	1567338	1568114	-	N16961_07235	ctxA	cholera enterotoxin catalytic subunit CtxA	BlastRules:WP_001881225, EC:2.4.2.36, GO:0005534, GO:0005615, GO:0008289, GO:0016757, GO:0016779, GO:0042531, GO:0042597, GO:0051179, GO:0090729, GO:1902494, KEGG:K10928, NCBIProtein:AAF94614.1, RefSeq:WP_001881225.1, SO:0001217, UniParc:UPI0000001396, UniRef:UniRef100_P01555, UniRef:UniRef50_P01555, UniRef:UniRef90_P01555
contig_1	cds	1568213	1569412	-	N16961_07240	zot	zona occludens toxin	COG:COG4128, COG:R, GO:0090729, RefSeq:WP_000021616.1, SO:0001217, UniParc:UPI000013C456, UniRef:UniRef100_P38442, UniRef:UniRef50_P38442, UniRef:UniRef90_P38442, VFDB:VFC0235, VFDB:VFG000109
contig_1	cds	1569409	1569693	-	N16961_07245	ace	accessory cholera enterotoxin	BlastRules:WP_000979342, GO:0005576, GO:0016020, GO:0020002, GO:0090729, RefSeq:WP_000969512.1, SO:0001217, UniParc:UPI0001B1A52F, UniRef:UniRef100_P38441, UniRef:UniRef50_P38441, UniRef:UniRef90_P38441
contig_1	cds	1569699	1570886	-	N16961_07250		Uncharacterized protein VC_1460	RefSeq:WP_001268534.1, SO:0001217, UniParc:UPI000013AB07, UniRef:UniRef100_P38443, UniRef:UniRef50_P38443, UniRef:UniRef90_P38443
contig_1	cds	1570993	1571241	-	N16961_07255	cep	Colonization factor	GO:0005576, RefSeq:WP_000493022.1, SO:0001217, UniParc:UPI0000000D25, UniRef:UniRef100_Q9K323, UniRef:UniRef50_Q9K323, UniRef:UniRef90_Q9K323
contig_1	cds	1571234	1571377	-	N16961_07260		Psh	SO:0001217, UniParc:UPI0002340682, UniRef:UniRef100_A0A0H6GB30, UniRef:UniRef50_A0A0H6GB30, UniRef:UniRef90_A0A0H6GB30
contig_1	cds	1571377	1571757	-	N16961_07265	rstB2	RstB2 protein	SO:0001217, UniParc:UPI00000B8E92, UniRef:UniRef100_A0A0A7C033, UniRef:UniRef50_A0A0H3ADM5, UniRef:UniRef90_A0A0H3ADM5
contig_1	cds	1571738	1572817	-	N16961_07270	nicK	DNA relaxase NicK	COG:COG2946, COG:L, RefSeq:WP_000743997.1, SO:0001217, UniParc:UPI00000D42BE, UniRef:UniRef100_O34630, UniRef:UniRef50_O34630, UniRef:UniRef90_O34630
contig_1	cds	1572943	1573281	+	N16961_07275	rstR	Cryptic phage CTXphi transcriptional repressor RstR	COG:COG1396, COG:K, GO:0003677, RefSeq:WP_000693566.1, SO:0001217, UniParc:UPI0000001466, UniRef:UniRef100_O34419, UniRef:UniRef50_O34419, UniRef:UniRef90_O34419
contig_1	cds	1573771	1574355	-	N16961_07280		Phage protein	RefSeq:WP_000170634.1, SO:0001217, UniParc:UPI00000C2FCC, UniRef:UniRef100_A0A0H6FX05, UniRef:UniRef50_A0A0H6FX05, UniRef:UniRef90_A0A0H6FX05
contig_1	cds	1574348	1574515	-	N16961_07285		Helicase	RefSeq:WP_001161489.1, SO:0001217, UniParc:UPI00000C4EB1, UniRef:UniRef100_A0A0H6EDC4, UniRef:UniRef50_A0A0H6EDC4, UniRef:UniRef90_A0A0H6EDC4
contig_1	cds	1574593	1575285	-	N16961_07290		XRE family transcriptional regulator	RefSeq:WP_001052672.1, SO:0001217, UniParc:UPI00000C4EB3, UniRef:UniRef100_A0A0H6UDY1, UniRef:UniRef50_A0A0H6UDY1, UniRef:UniRef90_A0A0H6UDY1
contig_1	cds	1575415	1575699	-	N16961_07295	rstB	RstB sensor of two protein system	SO:0001217, UniParc:UPI00000C4EB7, UniRef:UniRef100_A0A655UAG6, UniRef:UniRef50_A0A1E3WFZ3, UniRef:UniRef90_A0A655UAG6
contig_1	cds	1575704	1577272	-	N16961_07300		Phage replication protein Cri	RefSeq:WP_001881266.1, SO:0001217, UniParc:UPI00000C43BC, UniRef:UniRef100_A0A0H6EE70, UniRef:UniRef50_C3LMF8, UniRef:UniRef90_C3LMF8
contig_1	cds	1577449	1578000	+	N16961_07305	tlcR	TlcR protein	RefSeq:WP_000005769.1, SO:0001217, UniParc:UPI00005F344B, UniRef:UniRef100_C3LMF3, UniRef:UniRef50_C3LMF3, UniRef:UniRef90_C3LMF3
contig_1	cds	1579039	1579206	-	N16961_07310		hypothetical protein	RefSeq:WP_000170632.1, SO:0001217, UniParc:UPI00000C2FCD, UniRef:UniRef100_A0A0H3AIU8, UniRef:UniRef50_A0A0H3AIU8, UniRef:UniRef90_A0A0H3AIU8
contig_1	cds	1579199	1579366	-	N16961_07315		Helicase	RefSeq:WP_001161489.1, SO:0001217, UniParc:UPI00000C4EB1, UniRef:UniRef100_A0A0H6EDC4, UniRef:UniRef50_A0A0H6EDC4, UniRef:UniRef90_A0A0H6EDC4
contig_1	cds	1579444	1580136	-	N16961_07320		XRE family transcriptional regulator	RefSeq:WP_001052672.1, SO:0001217, UniParc:UPI00000C4EB3, UniRef:UniRef100_A0A0H6UDY1, UniRef:UniRef50_A0A0H6UDY1, UniRef:UniRef90_A0A0H6UDY1
contig_1	cds	1580266	1580550	-	N16961_07325	rstB	RstB sensor of two protein system	SO:0001217, UniParc:UPI00000C4EB7, UniRef:UniRef100_A0A655UAG6, UniRef:UniRef50_A0A1E3WFZ3, UniRef:UniRef90_A0A655UAG6
contig_1	cds	1580555	1582123	-	N16961_07330		Phage replication protein Cri	RefSeq:WP_001881266.1, SO:0001217, UniParc:UPI00000C43BC, UniRef:UniRef100_A0A0H6EE70, UniRef:UniRef50_C3LMF8, UniRef:UniRef90_C3LMF8
contig_1	cds	1582300	1582851	+	N16961_07335	tlcR	TlcR protein	RefSeq:WP_000005769.1, SO:0001217, UniParc:UPI00005F344B, UniRef:UniRef100_C3LMF3, UniRef:UniRef50_C3LMF3, UniRef:UniRef90_C3LMF3
contig_1	cds	1583196	1583513	+	N16961_07340	tnp	IS3 family transposase ORF A	COG:COG2963, COG:X, SO:0001217, UniRef:UniRef50_M1SP00, UniRef:UniRef90_A0A2S2CJ17
contig_1	cds	1583756	1584382	+	N16961_07345	tnp	IS3 family transposase	COG:COG2963, COG:X, GO:0004803, SO:0001217, UniParc:UPI00006753FA, UniRef:UniRef100_A0A0K9UYI6, UniRef:UniRef50_A0A2T3NUW7, UniRef:UniRef90_A0A2T3NUW7
contig_1	cds	1585291	1585602	-	N16961_07350	tonB	TonB C-terminal domain-containing protein	RefSeq:WP_000948761.1, SO:0001217, UniParc:UPI0000F1B62D, UniRef:UniRef100_A0A2V4NI66, UniRef:UniRef50_A0A0Q0M2K6, UniRef:UniRef90_A0A2V4NI66
contig_1	cds	1585761	1586084	-	N16961_07355		DUF3634 domain-containing protein	SO:0001217, UniParc:UPI0001B1A656, UniRef:UniRef100_A0A0H3Q1Y0, UniRef:UniRef50_D7H8U7, UniRef:UniRef90_D7H8U7
contig_1	cds	1586098	1586547	-	N16961_07360	matP	macrodomain Ter protein MatP	COG:COG3120, COG:L, GO:0005737, GO:0006355, GO:0007049, GO:0043565, GO:0051301, RefSeq:WP_000877146.1, SO:0001217, UniParc:UPI00001B5C69, UniRef:UniRef100_Q9KS02, UniRef:UniRef50_Q9KS02, UniRef:UniRef90_Q9KS02
contig_1	cds	1586711	1588360	+	N16961_07365	lonB	putative ATP-dependent protease	COG:COG1067, COG:O, RefSeq:WP_000194430.1, SO:0001217, UniParc:UPI0003251B34, UniRef:UniRef100_Q9KS01, UniRef:UniRef50_A0A1B1NP46, UniRef:UniRef90_Q9KS01
contig_1	cds	1588425	1588943	+	N16961_07370	fabA	bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase	COG:COG0764, COG:I, EC:4.2.1.59, EC:5.3.3.14, GO:0005737, GO:0006633, GO:0008659, GO:0008693, GO:0034017, RefSeq:WP_001180252.1, SO:0001217, UniParc:UPI000012A442, UniRef:UniRef100_A5F850, UniRef:UniRef50_Q9PFT5, UniRef:UniRef90_A5F850
contig_1	cds	1589026	1589199	-	N16961_07375	rmf	ribosome modulation factor	COG:COG3130, COG:J, GO:0005737, GO:0006417, GO:0043022, GO:0141014, RefSeq:WP_001881287.1, SO:0001217, UniParc:UPI00000C2FD3, UniRef:UniRef100_C3NQJ0, UniRef:UniRef50_C3NQJ0, UniRef:UniRef90_C3NQJ0
contig_1	cds	1589366	1591060	-	N16961_07380		DUF3466 domain-containing protein	RefSeq:WP_000087036.1, SO:0001217, UniParc:UPI00000C2FD4, UniRef:UniRef100_A0A0H5T9P9, UniRef:UniRef50_A0A1B1EKM1, UniRef:UniRef90_A0A0H5T9P9
contig_1	cds	1591066	1592985	-	N16961_07385	uup	ABC transporter ATP-binding protein	COG:COG0488, COG:R, GO:0005524, RefSeq:WP_001174034.1, SO:0001217, UniParc:UPI00000C2FD5, UniRef:UniRef100_A0A2V4NQP8, UniRef:UniRef50_W0QCS8, UniRef:UniRef90_D0IET0
contig_1	cds	1592963	1593205	-	N16961_07390	grxC	Glutaredoxin	COG:COG0695, COG:O, RefSeq:WP_000631987.1, SO:0001217, UniParc:UPI00000C2FD6, UniRef:UniRef100_A0A085SMY7, UniRef:UniRef50_A0A0C5WNC9, UniRef:UniRef90_D7H8V4
contig_1	cds	1593214	1595340	-	N16961_07395	rlmL	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	COG:COG1092, COG:J, EC:2.1.1.173, EC:2.1.1.264, GO:0003723, GO:0005737, GO:0008990, GO:0031167, GO:0052915, GO:0070043, KEGG:K12297, RefSeq:WP_001077794.1, SO:0001217, UniParc:UPI00000C2FD7, UniRef:UniRef100_A5F836, UniRef:UniRef50_Q5E5B4, UniRef:UniRef90_A5F836
contig_1	cds	1595312	1595443	-	N16961_07400		hypothetical protein	RefSeq:WP_001881293.1, SO:0001217, UniParc:UPI0000ED76B2, UniRef:UniRef100_A0A655QFI1, UniRef:UniRef50_A0A655WYR5, UniRef:UniRef90_A0A655WYR5
contig_1	cds	1595800	1596342	-	N16961_07405	zapC	Cell division protein ZapC	GO:0000917, GO:0005737, GO:0043093, RefSeq:WP_000917529.1, SO:0001217, UniParc:UPI00000C2FD9, UniRef:UniRef100_Q9KRZ3, UniRef:UniRef50_Q5E5B5, UniRef:UniRef90_Q9KRZ3
contig_1	cds	1596497	1597507	-	N16961_07410	pyrD	quinone-dependent dihydroorotate dehydrogenase	COG:COG0167, COG:F, EC:1.3.5.2, GO:0004152, GO:0005737, GO:0005886, GO:0006207, GO:0006222, GO:0016020, GO:0044205, GO:0106430, KEGG:K00254, RefSeq:WP_000966885.1, SO:0001217, UniParc:UPI0000132CA5, UniRef:UniRef100_A5F839, UniRef:UniRef50_P45477, UniRef:UniRef90_A5F839
contig_1	cds	1597581	1602422	-	N16961_07415	gdh2	NAD-specific glutamate dehydrogenase	COG:COG2902, COG:E, RefSeq:WP_000126926.1, SO:0001217, UniParc:UPI00000C2FDA, UniRef:UniRef100_A0A0H6YVW1, UniRef:UniRef50_A0A1N6M3G1, UniRef:UniRef90_A0A0H6YVW1
contig_1	cds	1602881	1605487	-	N16961_07420	pepN	aminopeptidase N	COG:COG0308, COG:E, EC:3.4.11.2, GO:0004177, GO:0006508, GO:0008237, RefSeq:WP_000951483.1, SO:0001217, UniParc:UPI00000C2FDC, UniRef:UniRef100_A0A655YGC6, UniRef:UniRef50_Q6LRA5, UniRef:UniRef90_D2YH78
contig_1	cds	1605686	1606357	-	N16961_07425		WD40 repeat protein	RefSeq:WP_000871122.1, SO:0001217, UniParc:UPI0001B1A654, UniRef:UniRef100_A0A2V4P5M8, UniRef:UniRef50_B7VNK5, UniRef:UniRef90_D7H8W1
contig_1	cds	1606511	1608508	-	N16961_07430	prc	carboxy terminal-processing peptidase	COG:COG0793, COG:O, EC:3.4.21.102, GO:0005515, GO:0006508, GO:0008236, RefSeq:WP_000650135.1, SO:0001217, UniParc:UPI00000C2FDE, UniRef:UniRef100_A0A0H5XW84, UniRef:UniRef50_Q8EDY9, UniRef:UniRef90_A0A0H5XW84
contig_1	cds	1608526	1609152	-	N16961_07435	proQ	RNA chaperone ProQ	COG:COG3109, COG:T, GO:0003723, GO:0005737, GO:0010608, GO:0033592, GO:0034057, RefSeq:WP_000432038.1, SO:0001217, UniParc:UPI00000C2FDF, UniRef:UniRef100_A5F827, UniRef:UniRef50_Q5E5C2, UniRef:UniRef90_A5F827
contig_1	cds	1609253	1609801	-	N16961_07440	msrC	GAF domain-containing protein, putative methionine-R-sulfoxide reductase	COG:COG1956, COG:VT, SO:0001217, UniRef:UniRef50_A0A514EQ16, UniRef:UniRef90_A0A0H6D413
contig_1	cds	1609812	1611608	+	N16961_07445	mdlB	ABC-type multidrug transport system, ATPase and permease component	COG:COG1132, COG:V, RefSeq:WP_000220810.1, SO:0001217, UniParc:UPI00005F31C6, UniRef:UniRef100_A0A0H3PYZ3, UniRef:UniRef50_A0A240EQ14, UniRef:UniRef90_A0A655YG63
contig_1	cds	1611657	1612901	+	N16961_07450	pqiA	Intermembrane transporter PqiABC subunit PqiA	COG:COG2995, COG:M, KEGG:K03808, RefSeq:WP_000204604.1, SO:0001217, UniParc:UPI00005F31C7, UniRef:UniRef100_A0A0H3PY23, UniRef:UniRef50_A0A0C5WZW6, UniRef:UniRef90_A0A655WZE3
contig_1	cds	1612911	1615550	+	N16961_07455	pqiB	Intermembrane transporter PqiABC subunit PqiB	COG:COG3008, COG:M, RefSeq:WP_000076860.1, SO:0001217, UniParc:UPI00000C2FE3, UniRef:UniRef100_A0A0H3Q1Z9, UniRef:UniRef50_X0P816, UniRef:UniRef90_D7H8W7
contig_1	cds	1615671	1617092	+	N16961_07460	rsmF	16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF	COG:COG3270, COG:J, EC:2.1.1.178, GO:0001510, GO:0003723, GO:0005737, GO:0008649, GO:0016434, RefSeq:WP_000553486.1, SO:0001217, UniParc:UPI00014F7B6C, UniRef:UniRef100_Q9KRY1, UniRef:UniRef50_Q9KRY1, UniRef:UniRef90_Q9KRY1
contig_1	ncRNA	1617155	1617248	+	N16961_07465	SdsR_RyeB	SdsR_RyeB RNA	RFAM:RF00111, SO:0000655
contig_1	cds	1617274	1618107	-	N16961_07470	cvfB	putative RNA-binding protein YitL, contains S1 domains, virulence factor B family	COG:COG2996, COG:R, RefSeq:WP_000608142.1, SO:0001217, UniParc:UPI00005F31C9, UniRef:UniRef100_A0A0H3Q659, UniRef:UniRef50_Q6LQK8, UniRef:UniRef90_D0IEU6
contig_1	cds	1618209	1618700	+	N16961_07475		hypothetical protein	SO:0001217, UniParc:UPI00000C2FE6, UniRef:UniRef100_Q9KRX9, UniRef:UniRef50_Q9KRX9, UniRef:UniRef90_Q9KRX9
contig_1	cds	1618697	1619557	+	N16961_07480		DUF4231 domain-containing protein	SO:0001217, UniParc:UPI00000C2FE7, UniRef:UniRef100_A0A0H6A454, UniRef:UniRef50_A0A1B1NPI8, UniRef:UniRef90_A0A6G8D014
contig_1	cds	1619550	1620026	-	N16961_07485		DUF4442 domain-containing protein	RefSeq:WP_000950840.1, SO:0001217, UniParc:UPI00000C2FE8, UniRef:UniRef100_A0A0H6A412, UniRef:UniRef50_C9QHZ8, UniRef:UniRef90_A0A655YF45
contig_1	cds	1620302	1621363	+	N16961_07490	aroG1	3-deoxy-7-phosphoheptulonate synthase	COG:COG0722, COG:E, EC:2.5.1.54, GO:0003849, GO:0009423, KEGG:K01626, RefSeq:WP_001128805.1, SO:0001217, UniParc:UPI00000AF7FE, UniRef:UniRef100_Q9KRX6, UniRef:UniRef50_P00887, UniRef:UniRef90_A0A655YEI7
contig_1	cds	1621375	1621857	+	N16961_07495	yajQ	YajQ family cyclic di-GMP-binding protein	COG:COG1666, COG:T, GO:0000166, GO:0005829, KEGG:K09767, RefSeq:WP_001138886.1, SO:0001217, UniParc:UPI00000C2FEA, UniRef:UniRef100_C3LMJ0, UniRef:UniRef50_Q6F7Y7, UniRef:UniRef90_C3LMJ0
